data_captura,codigo_equipamento,descricao_equipamento,valor_aquisicao,depreciacao,oportunidade_capital,seguros_impostos,manutencao,operacao,mao_obra_operacao,custo_produtivo,custo_improdutivo,uf,data_referencia,desonerado
2026-06-13,E9098,Caminhão de resgate de veículos de porte médio com capacidade do guincho de 20 t - 236 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4174136.0,107527.0,ES,2026-01,True
2026-06-13,A9306,"Caminhão plataforma 4 x 2, PBT 16.000 kg e distância entre eixos 3,6 m - 236 kW - motorista de veículo especial",6609929744.0,330496.0,118951.0,48197.0,495745.0,2412482.0,349357.0,3755228.0,847001.0,ES,2026-01,True
2026-06-13,A9375,Guincho rebocador para resgate de veículos montada sobre chassi com capacidade de 20 t,3389135033.0,169457.0,58812.0,0.0,190639.0,0.0,0.0,418908.0,228269.0,ES,2026-01,True
2026-06-13,E9099,Caminhão de resgate de veículos pesados com dois guinchos com capacidade de 35 t - 265 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5646753.0,166537.0,ES,2026-01,True
2026-06-13,A9320,"Caminhão plataforma 6 x 4, PBT 23.000 kg e distância entre eixos 4,8 m - 265 kW - motorista de veículo especial",7828511821.0,391426.0,140881.0,57083.0,587138.0,2708931.0,349357.0,4234816.0,938747.0,ES,2026-01,True
2026-06-13,A9376,Guincho rebocador para resgate de veículos montada sobre chassi com capacidade de 35 t,6091682223.0,609168.0,117455.0,0.0,685314.0,0.0,0.0,1411937.0,726623.0,ES,2026-01,True
2026-06-13,E9100,Cavalo mecânico sem reboque - 272 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3314797.0,808564.0,ES,2026-01,True
2026-06-13,A9310,"Cavalo mecânico 4 x 2, PBT 16.000 kg - 272 kW - motorista de veículo especial",609937109.0,304969.0,109763.0,44475.0,457453.0,204878.0,349357.0,3314797.0,808564.0,ES,2026-01,True
2026-06-13,E9114,Painel com seta luminosa para montagem em caminhão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66139.0,44862.0,ES,2026-01,True
2026-06-13,A9380,Painel com seta luminosa montado sobre chassi,340424012.0,38298.0,6564.0,0.0,21277.0,0.0,0.0,66139.0,44862.0,ES,2026-01,True
2026-06-13,E9115,Amortecedor retrátil (AMC) para montagem em caminhão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041396.0,561797.0,ES,2026-01,True
2026-06-13,A9381,Amortecedor retrátil montado em caminhão,4263105352.0,479599.0,82198.0,0.0,479599.0,0.0,0.0,1041396.0,561797.0,ES,2026-01,True
2026-06-13,E9145,Caminhão basculante para concreto com capacidade de 10 m³ - 210 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3191617.0,957174.0,ES,2026-01,True
2026-06-13,A9316,"Caminhão plataforma 8 x 4, PBT 29.000 kg e distância entre eixos 4,6 m - 210 kW - motorista de caminhão",7415843659.0,370792.0,133454.0,54074.0,556188.0,1581779.0,296562.0,2992849.0,854882.0,ES,2026-01,True
2026-06-13,A9340,Caçamba basculante para concreto com capacidade de 10 m³,857565.0,85757.0,16535.0,0.0,96476.0,0.0,0.0,198768.0,102292.0,ES,2026-01,True
2026-06-13,E9146,Caminhão silo com capacidade de 30 m³ - 368 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6649618.0,162367.0,ES,2026-01,True
2026-06-13,A9335,"Cavalo mecânico estradeiro 8 x 2, PBT 29.000 kg - 368 kW - condição de trabalho severa - motorista de veículo especial",10941956355.0,656517.0,202536.0,82065.0,984776.0,3761836.0,349357.0,6037087.0,1290475.0,ES,2026-01,True
2026-06-13,A9357,Semirreboque silo para cimento com capacidade de 30 m³,2793355.0,279336.0,53859.0,0.0,279336.0,0.0,0.0,612531.0,333195.0,ES,2026-01,True
2026-06-13,E9169,Cavalo mecânico com dolly pneumático de 4 eixos e mesas de giro com capacidade de 56 t - 364 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6854639.0,2285687.0,ES,2026-01,True
2026-06-13,A9324,"Cavalo mecânico estradeiro 6 x 4, PBT 23.000 kg - 364 kW - motorista de veículo especial",9353819159.0,467691.0,16833.0,68205.0,701536.0,274175.0,349357.0,4496869.0,1053583.0,ES,2026-01,True
2026-06-13,A9385,Conjunto de duas mesas de giro para quinta roda ou reboque com capacidade de 100 t cada,7498245454.0,59986.0,138793.0,0.0,674842.0,0.0,0.0,1413495.0,738653.0,ES,2026-01,True
2026-06-13,A9389,Dolly pneumático com capacidade de 48 t e 4 eixos,500915527.0,400732.0,92719.0,0.0,450824.0,0.0,0.0,944275.0,493451.0,ES,2026-01,True
2026-06-13,E9170,Cavalo mecânico com dois dollys pneumáticos de 3 e 4 eixos e mesas de giro com capacidade de 77 t - 364 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7694796.0,2722238.0,ES,2026-01,True
2026-06-13,A9385,Conjunto de duas mesas de giro para quinta roda ou reboque com capacidade de 100 t cada,7498245454.0,59986.0,138793.0,0.0,674842.0,0.0,0.0,1413495.0,738653.0,ES,2026-01,True
2026-06-13,A9386,"Cavalo mecânico estradeiro 6 x 4, CMT 150.000 kg - 364 kW - motorista de veículo especial",10120730029.0,506037.0,182131.0,73797.0,759055.0,274175.0,349357.0,4612127.0,1111322.0,ES,2026-01,True
2026-06-13,A9387,"Dolly pneumático com capacidade de 28,5 t e 3 eixos",3845409971.0,307633.0,71179.0,0.0,346087.0,0.0,0.0,724899.0,378812.0,ES,2026-01,True
2026-06-13,A9389,Dolly pneumático com capacidade de 48 t e 4 eixos,500915527.0,400732.0,92719.0,0.0,450824.0,0.0,0.0,944275.0,493451.0,ES,2026-01,True
2026-06-13,E9171,Cavalo mecânico com dois dollys pneumáticos de 4 e 5 eixos e mesas de giro com capacidade de 111 t - 440 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14898856.0,6053868.0,ES,2026-01,True
2026-06-13,A9325,"Cavalo mecânico 8 x 8, PBT 26.000 kg - 440 kW -  motorista de veículo especial",51327445334.0,2566372.0,92368.0,374263.0,3849558.0,3314203.0,349357.0,11377433.0,4213672.0,ES,2026-01,True
2026-06-13,A9385,Conjunto de duas mesas de giro para quinta roda ou reboque com capacidade de 100 t cada,7498245454.0,59986.0,138793.0,0.0,674842.0,0.0,0.0,1413495.0,738653.0,ES,2026-01,True
2026-06-13,A9388,Dolly pneumático com capacidade de 60 t e 5 eixos,6172900568.0,493832.0,11426.0,0.0,555561.0,0.0,0.0,1163653.0,608092.0,ES,2026-01,True
2026-06-13,A9389,Dolly pneumático com capacidade de 48 t e 4 eixos,500915527.0,400732.0,92719.0,0.0,450824.0,0.0,0.0,944275.0,493451.0,ES,2026-01,True
2026-06-13,E9199,Caminhão com sistema de hidrojateamento de alta pressão e vácuo para limpeza e desobstrução de bueiros com capacidade total de 15.600 l - 188 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4110482.0,1308151.0,ES,2026-01,True
2026-06-13,A9299,Equipamento com sistema de hidrojateamento de alta pressão e vácuo para limpeza e desobstrução de bueiros com diâmetro de até 1.500 mm com capacidade total de 15.600 l,396318634.0,396319.0,76415.0,0.0,396319.0,0.0,0.0,869053.0,472734.0,ES,2026-01,True
2026-06-13,A9313,"Caminhão plataforma 6 x 2, PBT 23.000 kg e distância entre eixos 5,2 m - 188 kW - motorista de veículo especial",6456067045.0,322803.0,116182.0,47075.0,484205.0,1921807.0,349357.0,3241429.0,835417.0,ES,2026-01,True
2026-06-13,E9201,Caminhão basculante para rocha com capacidade de 12 m³ - 210 kW com periculosidade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499074.0,114583.0,ES,2026-01,True
2026-06-13,A9327,"Caminhão plataforma 8 x 4, PBT 29.000 kg e distância entre eixos 4,6 m - 210 kW - motorista de caminhão com periculosidade",7415843659.0,370792.0,133454.0,54074.0,556188.0,1581779.0,364791.0,3061078.0,923111.0,ES,2026-01,True
2026-06-13,A9343,Caçamba basculante para rocha com capacidade de 12 m³,1554777308.0,191357.0,31362.0,0.0,215277.0,0.0,0.0,437996.0,222719.0,ES,2026-01,True
2026-06-13,E9202,Plataforma pantográfica montada em caminhão com capacidade de carga de 600 kg - 120 kW com periculosidade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400946.0,134249.0,ES,2026-01,True
2026-06-13,A9300,"Caminhão plataforma 4 x 2, PBT 8.300 kg e distância entre eixos 3,9 m - 120 kW - motorista de veículo especial com periculosidade",3892551419.0,233553.0,72051.0,29194.0,35033.0,1226686.0,433424.0,2345238.0,768222.0,ES,2026-01,True
2026-06-13,A9383,Plataforma pantográfica hidráulica montada sobre chassi com capacidade de 600 kg - com periculosidade,4814400.0,48144.0,92828.0,0.0,48144.0,0.0,0.0,1055708.0,574268.0,ES,2026-01,True
2026-06-13,E9506,Caminhão basculante com capacidade de 6 m³ - 136 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960441.0,765446.0,ES,2026-01,True
2026-06-13,A9307,"Caminhão plataforma 4 x 2, PBT 16.000 kg e distância entre eixos 3,6 m - 136 kW - motorista de caminhão",5274463622.0,263723.0,94918.0,3846.0,395585.0,731707.0,296562.0,1820955.0,693663.0,ES,2026-01,True
2026-06-13,A9338,Caçamba basculante com capacidade de 6 m³,601800.0,6018.0,11603.0,0.0,67703.0,0.0,0.0,139486.0,71783.0,ES,2026-01,True
2026-06-13,E9508,Caminhão carroceria com capacidade de 9 t - 136 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930021.0,751356.0,ES,2026-01,True
2026-06-13,A9309,"Caminhão plataforma 4 x 2, PBT 16.000 kg e distância entre eixos 4,8 m - 136 kW - motorista de caminhão",552740898.0,27637.0,9947.0,40304.0,414556.0,731707.0,296562.0,1858969.0,712706.0,ES,2026-01,True
2026-06-13,A9350,Carroceria de madeira com capacidade de 9 t,324021172.0,32402.0,6248.0,0.0,32402.0,0.0,0.0,71052.0,3865.0,ES,2026-01,True
2026-06-13,E9509,Caminhão tanque distribuidor de asfalto com capacidade de 6.000 l - 7 kW/136 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299838.0,1077008.0,ES,2026-01,True
2026-06-13,A9323,"Caminhão plataforma 4 x 2, PBT 14.300 kg e distância entre eixos 4,8 m - 136 kW - condição de trabalho severa - motorista de caminhão",5238422075.0,314305.0,96963.0,39288.0,471458.0,1390244.0,296562.0,260882.0,747118.0,ES,2026-01,True
2026-06-13,A9363,Tanque espargidor de asfalto com capacidade de 6.000 l - 7 kW,2143534148.0,285805.0,44085.0,0.0,285805.0,75323.0,0.0,691018.0,32989.0,ES,2026-01,True
2026-06-13,E9520,Caminhão com caçamba térmica com capacidade de 6 m³ - 136 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995312.0,783392.0,ES,2026-01,True
2026-06-13,A9307,"Caminhão plataforma 4 x 2, PBT 16.000 kg e distância entre eixos 3,6 m - 136 kW - motorista de caminhão",5274463622.0,263723.0,94918.0,3846.0,395585.0,731707.0,296562.0,1820955.0,693663.0,ES,2026-01,True
2026-06-13,A9339,Caçamba térmica com capacidade de 6 m³,752250.0,75225.0,14504.0,0.0,84628.0,0.0,0.0,174357.0,89729.0,ES,2026-01,True
2026-06-13,E9557,Caminhão comboio com capacidade de 5.000 l - 136 kW (sem motorista),0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704808.0,66397.0,ES,2026-01,True
2026-06-13,A9294,"Caminhão plataforma 4 x 2, PBT 16.000 kg e distância entre eixos 4,8 m - 136 kW - condição de trabalho severa (sem motorista)",552740898.0,331645.0,102312.0,41456.0,497467.0,1390244.0,0.0,2363124.0,475413.0,ES,2026-01,True
2026-06-13,A9298,Tanque para distribuição de combustíveis e lubrificantes com capacidade de 5.000 l,191408508.0,153127.0,3543.0,0.0,153127.0,0.0,0.0,341684.0,188557.0,ES,2026-01,True
2026-06-13,E9571,Caminhão tanque com capacidade de 10.000 l - 188 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3547216.0,958027.0,ES,2026-01,True
2026-06-13,A9332,"Caminhão plataforma 6 x 2, PBT 23.000 kg e distância entre eixos 4,8 m - 188 kW - condição de trabalho severa - motorista de caminhão",6461391225.0,387683.0,1196.0,4846.0,581525.0,1921807.0,296562.0,3355637.0,852305.0,ES,2026-01,True
2026-06-13,A9360,Tanque para transporte de água com capacidade de 10.000 l,1073210.0,85857.0,19865.0,0.0,85857.0,0.0,0.0,191579.0,105722.0,ES,2026-01,True
2026-06-13,E9575,Caminhão basculante com caçamba estanque com capacidade de 14 m³ - 210 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210284.0,96678.0,ES,2026-01,True
2026-06-13,A9316,"Caminhão plataforma 8 x 4, PBT 29.000 kg e distância entre eixos 4,6 m - 210 kW - motorista de caminhão",7415843659.0,370792.0,133454.0,54074.0,556188.0,1581779.0,296562.0,2992849.0,854882.0,ES,2026-01,True
2026-06-13,A9345,Caçamba basculante estanque com capacidade de 14 m³,938103719.0,9381.0,18088.0,0.0,105537.0,0.0,0.0,217435.0,111898.0,ES,2026-01,True
2026-06-13,E9579,Caminhão basculante com capacidade de 10 m³ - 210 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3069927.0,896213.0,ES,2026-01,True
2026-06-13,A9293,"Caminhão plataforma 6 x 2, PBT 23.000 kg e distância entre eixos 3,6 m - 210 kW - motorista de caminhão",6606115426.0,330306.0,118883.0,4817.0,495459.0,1581779.0,296562.0,2871159.0,793921.0,ES,2026-01,True
2026-06-13,A9342,Caçamba basculante com capacidade de 10 m³,857565.0,85757.0,16535.0,0.0,96476.0,0.0,0.0,198768.0,102292.0,ES,2026-01,True
2026-06-13,E9592,Caminhão carroceria com capacidade de 15 t - 188 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781031.0,836004.0,ES,2026-01,True
2026-06-13,A9314,"Caminhão plataforma 6 x 2, PBT 23.000 kg e distância entre eixos 5,2 m - 188 kW - motorista de caminhão",6456067045.0,322803.0,116182.0,47075.0,484205.0,1416069.0,296562.0,2682896.0,782622.0,ES,2026-01,True
2026-06-13,A9352,Carroceria de madeira com capacidade de 15 t,447534337.0,44753.0,8629.0,0.0,44753.0,0.0,0.0,98135.0,53382.0,ES,2026-01,True
2026-06-13,E9600,Caminhão betoneira com capacidade de 8 m³ - 236 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3849112.0,1212806.0,ES,2026-01,True
2026-06-13,A9317,"Caminhão plataforma 8 x 2, PBT 29.000 kg e distância entre eixos 4,8 m - 236 kW - motorista de veículo especial",7549581759.0,377479.0,135861.0,55049.0,566219.0,1777618.0,349357.0,3261583.0,917746.0,ES,2026-01,True
2026-06-13,A9346,Misturador de concreto para montagem em chassi de caminhão com capacidade de 8 m³,1624826618.0,259972.0,35088.0,0.0,292469.0,0.0,0.0,587529.0,29506.0,ES,2026-01,True
2026-06-13,E9604,Caminhão basculante para rocha com capacidade de 8 m³ - 210 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3254206.0,98726.0,ES,2026-01,True
2026-06-13,A9315,"Caminhão basculante 6 x 4, PBT 23.000 kg e distância entre eixos 3,6 m - 210 kW -  motorista de caminhão",7875921366.0,393796.0,141734.0,57429.0,590694.0,1581779.0,296562.0,3061994.0,889521.0,ES,2026-01,True
2026-06-13,A9341,Caçamba basculante para rocha com capacidade de 8 m³,682301539.0,83976.0,13763.0,0.0,94473.0,0.0,0.0,192212.0,97739.0,ES,2026-01,True
2026-06-13,E9605,Caminhão tanque com capacidade de 6.000 l - 136 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2769961.0,836043.0,ES,2026-01,True
2026-06-13,A9323,"Caminhão plataforma 4 x 2, PBT 14.300 kg e distância entre eixos 4,8 m - 136 kW - condição de trabalho severa - motorista de caminhão",5238422075.0,314305.0,96963.0,39288.0,471458.0,1390244.0,296562.0,260882.0,747118.0,ES,2026-01,True
2026-06-13,A9358,Tanque para transporte de água com capacidade de 6.000 l,902700.0,72216.0,16709.0,0.0,72216.0,0.0,0.0,161141.0,88925.0,ES,2026-01,True
2026-06-13,E9644,Caminhão demarcador de faixas com sistema de pintura a frio - 28 kW/129 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4538178.0,1848564.0,ES,2026-01,True
2026-06-13,A9302,"Caminhão plataforma 4 x 2, PBT 9.200 kg e distância entre eixos 4,6 m - 129 kW - motorista de caminhão",425433771.0,25526.0,78748.0,31908.0,38289.0,1318687.0,296562.0,2364055.0,662478.0,ES,2026-01,True
2026-06-13,A9368,Equipamento demarcador de faixas a frio montado sobre chassi com capacidade de 800 l - 28 kW,73193925.0,777685.0,141127.0,0.0,731939.0,256098.0,267274.0,2174123.0,1186086.0,ES,2026-01,True
2026-06-13,E9645,"Caminhão demarcador de faixas com sistema de pintura a quente - 5 kW/30,10 kW/136 kW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6945771.0,309321.0,ES,2026-01,True
2026-06-13,A9328,"Compressor de ar portátil de 70,79 l/s (150 PCM) sem reboque - 30,10 kW",1453637025.0,116291.0,26907.0,0.0,116291.0,275305.0,0.0,534794.0,143198.0,ES,2026-01,True
2026-06-13,A9331,"Caminhão plataforma 4 x 2, PBT 16.000 kg e distância entre eixos 4,8 m - 136 kW - condição de trabalho severa - motorista de caminhão",552740898.0,331645.0,102312.0,41456.0,497467.0,1390244.0,296562.0,2659686.0,771975.0,ES,2026-01,True
2026-06-13,A9369,"Equipamento demarcador de faixas a quente montado sobre chassi com capacidade de 500 l - 5,0 kW",15221415062.0,1617275.0,293488.0,0.0,1522142.0,51112.0,267274.0,3751291.0,2178037.0,ES,2026-01,True
2026-06-13,E9665,Cavalo mecânico com semirreboque com capacidade de 20 t - 276 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4204096.0,1253274.0,ES,2026-01,True
2026-06-13,A9318,"Cavalo mecânico 4 x 2, PBT 16.000 kg - 276 kW - motorista de veículo especial",7412901092.0,370645.0,133401.0,54052.0,555968.0,2078909.0,349357.0,3542332.0,907455.0,ES,2026-01,True
2026-06-13,A9353,Semirreboque com 2 eixos,3510500.0,28084.0,64979.0,0.0,315945.0,0.0,0.0,661764.0,345819.0,ES,2026-01,True
2026-06-13,E9666,Cavalo mecânico com semirreboque com capacidade de 32 t - 302 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680355.0,1395714.0,ES,2026-01,True
2026-06-13,A9321,"Cavalo mecânico estradeiro 6 x 2, PBT 23.000 kg - 302 kW - motorista de veículo especial",8674891436.0,433745.0,156112.0,63254.0,650617.0,2274749.0,349357.0,3927834.0,1002468.0,ES,2026-01,True
2026-06-13,A9354,Semirreboque com 3 eixos,3991940.0,319355.0,73891.0,0.0,359275.0,0.0,0.0,752521.0,393246.0,ES,2026-01,True
2026-06-13,E9667,Caminhão basculante com capacidade de 14 m³ - 210 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202217.0,962629.0,ES,2026-01,True
2026-06-13,A9316,"Caminhão plataforma 8 x 4, PBT 29.000 kg e distância entre eixos 4,6 m - 210 kW - motorista de caminhão",7415843659.0,370792.0,133454.0,54074.0,556188.0,1581779.0,296562.0,2992849.0,854882.0,ES,2026-01,True
2026-06-13,A9344,Caçamba basculante com capacidade de 14 m³,9033018.0,9033.0,17417.0,0.0,101621.0,0.0,0.0,209368.0,107747.0,ES,2026-01,True
2026-06-13,E9669,Caminhão tanque com capacidade de 8.000 l - 136 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282799.0,864853.0,ES,2026-01,True
2026-06-13,A9331,"Caminhão plataforma 4 x 2, PBT 16.000 kg e distância entre eixos 4,8 m - 136 kW - condição de trabalho severa - motorista de caminhão",552740898.0,331645.0,102312.0,41456.0,497467.0,1390244.0,296562.0,2659686.0,771975.0,ES,2026-01,True
2026-06-13,A9359,Tanque para transporte de água com capacidade de 8.000 l,942820.0,75426.0,17452.0,0.0,75426.0,0.0,0.0,168304.0,92878.0,ES,2026-01,True
2026-06-13,E9670,"Usina móvel de lama asfáltica ou microrrevestimento com cavalo mecânico com capacidade de 12 m³ - 95,6 kW/276 kW",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8887494.0,3046823.0,ES,2026-01,True
2026-06-13,A9319,"Cavalo mecânico 6 x 2, PBT 23.000 kg - 276 kW - condição de trabalho severa - motorista de veículo especial",8134961556.0,488098.0,150578.0,61012.0,732147.0,2821377.0,349357.0,4602569.0,1049045.0,ES,2026-01,True
2026-06-13,A9367,"Usina de lama asfáltica ou microrrevestimento asfáltico rebocável com capacidade de 12 m³ - 95,6 kW",1538109527.0,1258453.0,28039.0,0.0,1258453.0,1028694.0,458935.0,4284925.0,1997778.0,ES,2026-01,True
2026-06-13,E9672,Caminhão basculante para rocha com capacidade de 12 m³ - 210 kW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430845.0,1077601.0,ES,2026-01,True
2026-06-13,A9316,"Caminhão plataforma 8 x 4, PBT 29.000 kg e distância entre eixos 4,6 m - 210 kW - motorista de caminhão",7415843659.0,370792.0,133454.0,54074.0,556188.0,1581779.0,296562.0,2992849.0,854882.0,ES,2026-01,True
